is_recid,race,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M,type_of_assessment_Risk of Recidivism,score_text_High,score_text_Low,score_text_Medium,v_type_of_assessment_Risk of Violence
0.0,0.0,0.5846153846153846,0.0,0.1818181818181818,0.0,0.0,0.0,0.0001054296257248,0.0,0.0044642857142857,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.4153846153846153,0.0,0.1818181818181818,0.0,0.0,0.1578947368421052,0.0001054296257248,0.0,0.3586309523809524,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0615384615384615,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0001054296257248,0.5555555555555556,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.3230769230769231,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0001054296257248,0.1111111111111111,0.0059523809523809,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.3384615384615385,0.0,0.2727272727272727,0.0,0.0,0.0526315789473684,0.0015814443858724,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0615384615384615,0.0,0.8181818181818182,0.0,0.0,0.0,0.0001054296257248,0.5555555555555556,0.0848214285714285,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.123076923076923,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0001054296257248,0.2222222222222222,0.0014880952380952,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.1384615384615384,0.0,0.7272727272727273,0.0,0.0,0.0263157894736842,0.0046389035318924,0.7777777777777777,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2153846153846154,0.0,0.2727272727272727,0.0,0.0,0.0,0.0001054296257248,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.3538461538461538,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.5466526093832367,0.1111111111111111,0.0014880952380952,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.1846153846153846,0.0,1.0,0.0,0.0,0.2105263157894736,0.0001054296257248,0.8888888888888888,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.1076923076923077,0.05,1.0,0.75,0.0588235294117647,0.3684210526315789,0.0001054296257248,1.0,0.0089285714285714,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0307692307692307,0.0,0.5454545454545455,0.0,0.0,0.0,0.0001054296257248,0.7777777777777777,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2615384615384616,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0001054296257248,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.1076923076923077,0.0,0.8181818181818182,0.0,0.0,0.2368421052631578,0.0001054296257248,0.8888888888888888,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.8153846153846155,0.0,0.7272727272727273,0.0,0.0,0.3157894736842105,0.0847654190827622,0.2222222222222222,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0307692307692307,0.0,0.7272727272727273,0.0,0.0,0.0,0.0001054296257248,0.7777777777777777,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.7384615384615384,0.0,0.1818181818181818,0.0,0.0,0.0789473684210526,0.006747496046389,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.5538461538461539,0.0,0.1818181818181818,0.0,0.0,0.0,0.0001054296257248,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.4,0.0,0.1818181818181818,0.0,0.0,0.0,0.0002108592514496,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0153846153846153,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0010542962572482,0.6666666666666665,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0923076923076923,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0144438587243015,0.2222222222222222,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.1846153846153846,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0001054296257248,0.1111111111111111,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.3230769230769231,0.0,0.1818181818181818,0.0,0.0,0.0,0.0001054296257248,0.0,0.0014880952380952,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.1846153846153846,0.0,0.4545454545454546,0.0,0.0,0.0,0.0001054296257248,0.1111111111111111,0.0074404761904761,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.2,0.0,0.5454545454545455,0.0,0.0,0.0,0.0001054296257248,0.1111111111111111,0.056547619047619,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.3230769230769231,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0001054296257248,0.2222222222222222,0.1577380952380952,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.6307692307692309,0.0,0.9090909090909092,0.0,0.0,0.3684210526315789,0.0279388508170796,0.3333333333333333,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.3846153846153847,0.0,0.1818181818181818,0.0,0.0,0.0263157894736842,0.0031628887717448,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.2461538461538461,0.0,0.5454545454545455,0.0,0.0,0.0,0.0,0.4444444444444445,0.0223214285714285,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2923076923076922,0.0,0.2727272727272727,0.0,0.0,0.0789473684210526,0.0,0.0,0.0014880952380952,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.2,0.0,0.7272727272727273,0.0,0.0,0.0263157894736842,0.0001054296257248,0.7777777777777777,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.1846153846153846,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0001054296257248,0.1111111111111111,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.3421052631578947,0.0,0.6666666666666665,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.5846153846153846,0.0,0.9090909090909092,0.0,0.0,0.2105263157894736,0.0083289404322614,0.2222222222222222,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.5230769230769231,0.0,0.9090909090909092,0.0,0.0,0.0789473684210526,0.0002108592514496,0.5555555555555556,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.7076923076923077,0.0,0.1818181818181818,0.0,0.0,0.0526315789473684,0.0050606220347917,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.3692307692307692,0.0,0.3636363636363636,0.0,0.0,0.1578947368421052,0.0005271481286241,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.1076923076923077,0.0,0.4545454545454546,0.0,0.0,0.0526315789473684,0.0001054296257248,0.4444444444444445,0.0029761904761904,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.1846153846153846,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0021085925144965,0.1111111111111111,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.1538461538461538,0.0,0.1818181818181818,0.0,0.0,0.0526315789473684,0.0169741697416974,0.1111111111111111,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.2923076923076922,0.0,0.2727272727272727,0.0,0.0,0.0526315789473684,0.0234053769109119,0.0,0.0014880952380952,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0923076923076923,0.0,0.2727272727272727,0.0,0.0,0.0,0.0001054296257248,0.2222222222222222,0.0014880952380952,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.1846153846153846,0.0,0.5454545454545455,0.0,0.0,0.1052631578947368,0.0037954665260938,0.4444444444444445,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0001054296257248,0.2222222222222222,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.4153846153846153,0.0,0.4545454545454546,0.0,0.0,0.1052631578947368,0.0395361096468107,0.2222222222222222,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0307692307692307,0.05,1.0,0.0,0.0,0.0263157894736842,0.0,1.0,0.0044642857142857,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.3846153846153847,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0014880952380952,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.2153846153846154,0.0,0.6363636363636364,0.0,0.0,0.2894736842105263,0.0002108592514496,0.4444444444444445,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2307692307692307,0.0,0.5454545454545455,0.0,0.0,0.2105263157894736,0.0001054296257248,0.1111111111111111,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0307692307692307,0.0,0.6363636363636364,0.0,0.0,0.0,0.0001054296257248,0.7777777777777777,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.123076923076923,0.0,0.6363636363636364,0.0,0.0,0.0,0.0002108592514496,0.2222222222222222,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.6923076923076924,0.0,0.1818181818181818,0.0,0.0,0.0263157894736842,0.0027411702688455,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.2153846153846154,0.0,1.0,0.0,0.0,0.1052631578947368,0.0007380073800738,0.8888888888888888,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.1692307692307692,0.0,0.4545454545454546,0.0,0.0,0.0263157894736842,0.0001054296257248,0.3333333333333333,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.4307692307692308,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0075909330521876,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.5692307692307693,0.0,0.1818181818181818,0.0,0.0,0.0789473684210526,0.005482340537691,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.3230769230769231,0.05,0.4545454545454546,0.0,0.0,0.0263157894736842,0.1762783342119135,0.3333333333333333,0.0044642857142857,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.1846153846153846,0.0,0.7272727272727273,0.0,0.0,0.0263157894736842,0.0001054296257248,0.7777777777777777,0.1041666666666666,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.4615384615384615,0.0,0.2727272727272727,0.0,0.0,0.0526315789473684,0.0001054296257248,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0615384615384615,0.0,0.2727272727272727,0.0,0.0,0.0263157894736842,0.0001054296257248,0.3333333333333333,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.4769230769230769,0.0,0.6363636363636364,0.0,0.0,0.1578947368421052,0.0059040590405904,0.1111111111111111,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.2,0.0,0.5454545454545455,0.0,0.0,0.0,0.0001054296257248,0.3333333333333333,0.0029761904761904,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0769230769230769,0.0,0.3636363636363636,0.0,0.0,0.0,0.0002108592514496,0.4444444444444445,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.2153846153846154,0.0,0.7272727272727273,0.0,0.0,0.131578947368421,0.0001054296257248,0.2222222222222222,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.5230769230769231,0.0,0.1818181818181818,0.0,0.0,0.0526315789473684,0.0001054296257248,0.0,0.0029761904761904,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.676923076923077,0.0,0.4545454545454546,0.0,0.0,0.2105263157894736,0.0001054296257248,0.0,0.0238095238095238,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.2923076923076922,0.0,1.0,0.0,0.0,0.1578947368421052,0.0117026884554559,0.3333333333333333,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.5692307692307693,0.0,0.1818181818181818,0.0,0.0,0.0263157894736842,0.0047443331576172,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.1538461538461538,0.0,0.6363636363636364,0.0,0.0,0.1578947368421052,0.0001054296257248,0.5555555555555556,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.5538461538461539,0.0,0.1818181818181818,0.0,0.0,0.0526315789473684,0.0001054296257248,0.0,0.2782738095238095,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.6153846153846154,0.0,0.2727272727272727,0.0,0.0,0.0,0.0001054296257248,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.5846153846153846,0.0,0.1818181818181818,0.0,0.0,0.0,0.0001054296257248,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0923076923076923,0.0,0.2727272727272727,0.0,0.0,0.0,0.0001054296257248,0.3333333333333333,0.0014880952380952,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
